time	V(in)	V(out)	V(x1:n012)	V(x1:n013)
8.161977039410575e-008	0.000000e+000	3.600000e+000	3.838536e-006	1.049264e-006
8.283907842982002e-008	0.000000e+000	3.600000e+000	3.606579e-006	1.029822e-006
8.405838646553428e-008	0.000000e+000	3.600000e+000	3.419200e-006	1.011613e-006
8.631145566196281e-008	0.000000e+000	3.600000e+000	3.112566e-006	9.796378e-007
8.856452485839134e-008	0.000000e+000	3.600000e+000	2.838382e-006	9.493449e-007
9.081759405481988e-008	0.000000e+000	3.600000e+000	2.596647e-006	9.207340e-007
9.307066325124840e-008	0.000000e+000	3.600000e+000	2.387362e-006	8.938051e-007
9.532373244767693e-008	0.000000e+000	3.600000e+000	2.210526e-006	8.685582e-007
9.757680164410546e-008	0.000000e+000	3.600000e+000	2.066139e-006	8.449932e-007
9.982987084053399e-008	0.000000e+000	3.600000e+000	1.954202e-006	8.231103e-007
1.000000000000000e-007	0.000000e+000	3.600000e+000	1.945123e-006	8.214729e-007
1.000170129159466e-007	2.722067e-002	3.600000e+000	2.003817e-005	2.435867e-006
1.000510387478398e-007	8.166200e-002	3.600000e+000	2.442533e-005	2.375984e-006
1.001190904116262e-007	1.905447e-001	3.600000e+000	1.005960e-005	5.109234e-007
1.002551937391990e-007	4.083100e-001	3.600000e+000	-3.486462e-006	1.712601e-007
1.003144531250000e-007	5.031250e-001	3.600000e+000	-2.295575e-005	-9.911091e-007
1.003814812283980e-007	6.103700e-001	3.600000e+000	-7.723596e-005	-5.098885e-006
1.004013009675876e-007	6.420816e-001	3.600000e+000	-1.078093e-004	-7.259042e-006
1.004409404459666e-007	7.055047e-001	3.600000e+000	-1.885197e-004	-1.241932e-005
1.005000000000000e-007	8.000000e-001	3.600000e+000	-3.016691e-004	-1.917053e-005
1.005059059554033e-007	8.000000e-001	3.600000e+000	-3.067681e-004	-1.968275e-005
1.005177178662100e-007	8.000000e-001	3.600000e+000	-2.904388e-004	-1.846269e-005
1.005413416878234e-007	8.000000e-001	3.600000e+000	-2.257572e-004	-1.455279e-005
1.005885893310501e-007	8.000000e-001	3.600000e+000	-1.293810e-004	-9.850713e-006
1.006830846175035e-007	8.000000e-001	3.600000e+000	-3.801980e-005	5.594482e-006
1.008074213060529e-007	8.000000e-001	3.600000e+000	5.432515e-005	5.368892e-005
1.009072816213948e-007	8.000000e-001	3.600000e+000	1.411101e-004	1.147431e-004
1.010177936228905e-007	8.000000e-001	3.600000e+000	1.555469e-004	1.655256e-004
1.011893821211868e-007	8.000000e-001	3.600000e+000	5.949880e-005	2.277575e-004
1.013749289961868e-007	8.000000e-001	3.600000e+000	7.410546e-006	2.886127e-004
1.015543817418877e-007	8.000000e-001	3.600000e+000	2.278250e-006	2.554352e-004
1.017399286168877e-007	8.000000e-001	3.600000e+000	1.859825e-006	-3.496544e-003
1.019254754918877e-007	8.000000e-001	3.600000e+000	1.785134e-006	-1.265155e-002
1.021110223668876e-007	8.000000e-001	3.600000e+000	1.894800e-006	9.324519e-002
1.022965692418876e-007	8.000000e-001	3.600000e+000	1.763560e-006	4.237638e-001
1.024347768177550e-007	8.000000e-001	3.600000e+000	1.587174e-006	6.868984e-001
1.025464494437764e-007	8.000000e-001	3.600000e+000	2.202800e-006	7.817896e-001
1.026459720482057e-007	8.000000e-001	3.599995e+000	2.001032e-006	7.960393e-001
1.027544971783139e-007	8.000000e-001	3.599695e+000	1.951511e-006	7.986463e-001
1.028446955767573e-007	8.000000e-001	3.597741e+000	1.890489e-006	7.995953e-001
1.029503962980014e-007	8.000000e-001	3.605190e+000	1.862357e-006	7.999125e-001
1.030583663388012e-007	8.000000e-001	3.672127e+000	1.815082e-006	7.999771e-001
1.031458296881594e-007	8.000000e-001	3.627172e+000	1.819801e-006	7.999890e-001
1.032413012942798e-007	8.000000e-001	3.264507e+000	1.817202e-006	7.999856e-001
1.033310142706835e-007	8.000000e-001	2.923256e+000	1.793052e-006	7.999892e-001
1.034496652622768e-007	8.000000e-001	2.800858e+000	1.788880e-006	7.999939e-001
1.035642691262818e-007	8.000000e-001	2.801318e+000	1.775542e-006	7.999993e-001
1.036956969009669e-007	8.000000e-001	2.800085e+000	1.772690e-006	7.999991e-001
1.038384588195566e-007	8.000000e-001	2.800151e+000	1.761301e-006	7.999999e-001
1.039944091359011e-007	8.000000e-001	2.799959e+000	1.758773e-006	7.999991e-001
1.041799560109011e-007	8.000000e-001	2.800083e+000	1.749057e-006	7.999997e-001
1.043655028859011e-007	8.000000e-001	2.800030e+000	1.739527e-006	8.000004e-001
1.045510497609011e-007	8.000000e-001	2.800061e+000	1.727430e-006	8.000014e-001
1.047365966359011e-007	8.000000e-001	2.800016e+000	1.721891e-006	8.000008e-001
1.049221435109011e-007	8.000000e-001	2.800043e+000	1.717966e-006	8.000000e-001
1.051076903859011e-007	8.000000e-001	2.800007e+000	1.712590e-006	8.000000e-001
1.052932372609011e-007	8.000000e-001	2.800030e+000	1.703773e-006	8.000003e-001
1.054787841359011e-007	8.000000e-001	2.800002e+000	1.694098e-006	8.000002e-001
1.056643310109011e-007	8.000000e-001	2.800021e+000	1.684669e-006	8.000002e-001
1.058498778859011e-007	8.000000e-001	2.800000e+000	1.677477e-006	8.000001e-001
1.060354247609011e-007	8.000000e-001	2.800015e+000	1.670138e-006	8.000000e-001
1.062209716359011e-007	8.000000e-001	2.799998e+000	1.663932e-006	8.000000e-001
1.064065185109011e-007	8.000000e-001	2.800011e+000	1.657797e-006	8.000001e-001
1.065920653859011e-007	8.000000e-001	2.799998e+000	1.651971e-006	8.000000e-001
1.067776122609011e-007	8.000000e-001	2.800008e+000	1.642135e-006	8.000001e-001
1.069631591359011e-007	8.000000e-001	2.799998e+000	1.630671e-006	8.000001e-001
1.071487060109010e-007	8.000000e-001	2.800005e+000	1.620063e-006	8.000003e-001
1.073342528859010e-007	8.000000e-001	2.799998e+000	1.612035e-006	8.000007e-001
1.075197997609010e-007	8.000000e-001	2.800004e+000	1.603808e-006	8.000014e-001
1.077053466359010e-007	8.000000e-001	2.799998e+000	1.595265e-006	8.000023e-001
1.078908935109010e-007	8.000000e-001	2.800003e+000	1.588207e-006	8.000040e-001
1.080764403859010e-007	8.000000e-001	2.799999e+000	1.583502e-006	8.000067e-001
1.082619872609010e-007	8.000000e-001	2.800002e+000	1.578209e-006	8.000087e-001
1.084475341359010e-007	8.000000e-001	2.799999e+000	1.573194e-006	8.000051e-001
1.086330810109010e-007	8.000000e-001	2.800002e+000	1.567299e-006	7.999833e-001
1.088186278859010e-007	8.000000e-001	2.799999e+000	1.561068e-006	7.999160e-001
1.090041747609010e-007	8.000000e-001	2.800001e+000	1.554195e-006	7.997963e-001
1.091897216359010e-007	8.000000e-001	2.799999e+000	1.544263e-006	7.995850e-001
1.093752685109010e-007	8.000000e-001	2.800001e+000	1.525427e-006	7.989767e-001
1.095608153859010e-007	8.000000e-001	2.799999e+000	1.523849e-006	7.990538e-001
1.097463622609010e-007	8.000000e-001	2.800001e+000	1.562934e-006	8.070129e-001
1.099319091359010e-007	8.000000e-001	2.799999e+000	1.466361e-006	8.296842e-001
1.101174560109010e-007	8.000000e-001	2.799998e+000	1.141555e-006	7.766545e-001
1.102485007428618e-007	8.000000e-001	2.800004e+000	1.130515e-006	5.356299e-001
1.103966460985355e-007	8.000000e-001	2.800006e+000	1.358153e-006	1.388705e-001
1.105003481849686e-007	8.000000e-001	2.799997e+000	1.005202e-006	6.330201e-003
1.106143662323450e-007	8.000000e-001	2.799997e+000	2.222924e-007	-1.509730e-004
1.107522430284068e-007	8.000000e-001	2.799998e+000	-1.126353e-006	8.247194e-004
1.109377899034068e-007	8.000000e-001	2.799999e+000	-3.606043e-006	1.150216e-004
1.111233367784068e-007	8.000000e-001	2.800000e+000	-2.129597e-006	2.156489e-004
1.113088836534068e-007	8.000000e-001	2.800000e+000	1.346449e-005	6.833067e-005
1.114944305284068e-007	8.000000e-001	2.800000e+000	5.407559e-005	1.368679e-004
1.116799774034068e-007	8.000000e-001	2.800000e+000	1.064128e-004	5.394052e-005
1.118655242784067e-007	8.000000e-001	2.800000e+000	1.291269e-004	9.609337e-005
1.120510711534067e-007	8.000000e-001	2.800000e+000	1.800749e-005	4.705193e-005
1.122366180284067e-007	8.000000e-001	2.800000e+000	-1.771135e-004	7.208383e-005
1.124221649034067e-007	8.000000e-001	2.800000e+000	-1.894447e-004	4.222419e-005
1.126077117784067e-007	8.000000e-001	2.800000e+000	-2.814355e-005	5.680203e-005
1.127932586534067e-007	8.000000e-001	2.800000e+000	5.212741e-005	3.823274e-005
1.129788055284067e-007	8.000000e-001	2.800000e+000	2.255727e-005	4.635208e-005
1.131643524034067e-007	8.000000e-001	2.800000e+000	5.482050e-006	3.456023e-005
1.133498992784067e-007	8.000000e-001	2.800000e+000	6.568777e-006	3.896929e-005
1.135354461534067e-007	8.000000e-001	2.800000e+000	3.719426e-006	3.132007e-005
1.137209930284067e-007	8.000000e-001	2.800000e+000	3.619464e-006	3.373882e-005
1.139065399034067e-007	8.000000e-001	2.800001e+000	2.829456e-006	2.894222e-005
1.140920867784067e-007	8.000000e-001	2.800001e+000	2.680329e-006	2.981512e-005
1.142776336534067e-007	8.000000e-001	2.800001e+000	2.323620e-006	2.625092e-005
1.144631805284067e-007	8.000000e-001	2.800001e+000	2.228361e-006	2.641117e-005
1.146487274034067e-007	8.000000e-001	2.800002e+000	2.032935e-006	2.391108e-005
1.148342742784067e-007	8.000000e-001	2.800002e+000	1.970992e-006	2.369400e-005
1.150198211534067e-007	8.000000e-001	2.800002e+000	1.852622e-006	2.186590e-005
1.152053680284067e-007	8.000000e-001	2.800002e+000	1.808620e-006	2.146339e-005
1.153909149034067e-007	8.000000e-001	2.800002e+000	1.731964e-006	2.010133e-005
1.155764617784067e-007	8.000000e-001	2.800002e+000	1.694699e-006	1.961829e-005
1.157620086534067e-007	8.000000e-001	2.800002e+000	1.637665e-006	1.856580e-005
1.159475555284067e-007	8.000000e-001	2.800002e+000	1.611407e-006	1.805617e-005
1.161331024034067e-007	8.000000e-001	2.800002e+000	1.574730e-006	1.721532e-005
1.163186492784067e-007	8.000000e-001	2.800002e+000	1.553152e-006	1.667581e-005
1.165041961534067e-007	8.000000e-001	2.800002e+000	1.525756e-006	1.594090e-005
1.168752899034067e-007	8.000000e-001	2.800003e+000	1.486360e-006	1.489998e-005
1.172463836534066e-007	8.000000e-001	2.800004e+000	1.453761e-006	1.397321e-005
1.176174774034066e-007	8.000000e-001	2.800004e+000	1.426125e-006	1.314561e-005
1.178030242784066e-007	8.000000e-001	2.800002e+000	1.414316e-006	1.277930e-005
1.179885711534066e-007	8.000000e-001	2.799998e+000	1.402210e-006	1.240331e-005
1.183596649034066e-007	8.000000e-001	2.799994e+000	1.381149e-006	1.173472e-005
1.185452117784066e-007	8.000000e-001	2.799993e+000	1.371688e-006	1.143063e-005
1.187307586534066e-007	8.000000e-001	2.799991e+000	1.362318e-006	1.113013e-005
1.189163055284066e-007	8.000000e-001	2.799993e+000	1.353715e-006	1.085273e-005
1.191018524034066e-007	8.000000e-001	2.800012e+000	1.345262e-006	1.058099e-005
1.192873992784066e-007	8.000000e-001	2.800010e+000	1.337364e-006	1.032733e-005
1.194729461534066e-007	8.000000e-001	2.799991e+000	1.329636e-006	1.008048e-005
1.196584930284066e-007	8.000000e-001	2.799996e+000	1.322325e-006	9.848092e-006
1.198440399034067e-007	8.000000e-001	2.799997e+000	1.315184e-006	9.622725e-006
1.200295867784067e-007	8.000000e-001	2.799996e+000	1.308363e-006	9.409287e-006
1.202151336534067e-007	8.000000e-001	2.799997e+000	1.301705e-006	9.202663e-006
1.204006805284067e-007	8.000000e-001	2.799997e+000	1.295298e-006	9.006044e-006
1.205862274034067e-007	8.000000e-001	2.799998e+000	1.289041e-006	8.816027e-006
1.207717742784067e-007	8.000000e-001	2.799998e+000	1.282988e-006	8.634463e-006
1.209573211534067e-007	8.000000e-001	2.799999e+000	1.277070e-006	8.458984e-006
1.211428680284067e-007	8.000000e-001	2.799999e+000	1.271321e-006	8.290913e-006
1.213284149034067e-007	8.000000e-001	2.799999e+000	1.265692e-006	8.128434e-006
1.215139617784067e-007	8.000000e-001	2.799999e+000	1.260207e-006	7.972461e-006
1.216995086534068e-007	8.000000e-001	2.799999e+000	1.254829e-006	7.821623e-006
1.218850555284068e-007	8.000000e-001	2.799999e+000	1.249573e-006	7.676532e-006
1.220706024034068e-007	8.000000e-001	2.800000e+000	1.244414e-006	7.536149e-006
1.222561492784068e-007	8.000000e-001	2.800000e+000	1.239361e-006	7.400881e-006
1.226272430284068e-007	8.000000e-001	2.800000e+000	1.229521e-006	7.143551e-006
1.231838836534068e-007	8.000000e-001	2.800000e+000	1.215372e-006	6.788130e-006
1.236344974926926e-007	8.000000e-001	2.800000e+000	1.204466e-006	6.528411e-006
1.240851113319783e-007	8.000000e-001	2.800000e+000	1.193851e-006	6.283519e-006
1.245357251712640e-007	8.000000e-001	2.800000e+000	1.183528e-006	6.053455e-006
1.249863390105498e-007	8.000000e-001	2.800000e+000	1.173496e-006	5.838219e-006
1.254369528498355e-007	8.000000e-001	2.800000e+000	1.163756e-006	5.637810e-006
1.258875666891213e-007	8.000000e-001	2.800000e+000	1.154307e-006	5.452228e-006
1.263381805284070e-007	8.000000e-001	2.800000e+000	1.145150e-006	5.281474e-006
1.277695421355499e-007	8.000000e-001	2.800000e+000	1.117674e-006	4.823008e-006
1.292009037426929e-007	8.000000e-001	2.800000e+000	1.091464e-006	4.411860e-006
1.306322653498358e-007	8.000000e-001	2.800000e+000	1.066521e-006	4.048030e-006
1.320636269569787e-007	8.000000e-001	2.800000e+000	1.042844e-006	3.731518e-006
1.334949885641217e-007	8.000000e-001	2.800000e+000	1.020435e-006	3.462324e-006
1.349263501712646e-007	8.000000e-001	2.800000e+000	9.992913e-007	3.240448e-006
1.363577117784075e-007	8.000000e-001	2.800000e+000	9.794146e-007	3.065890e-006
1.383631678912327e-007	8.000000e-001	2.800000e+000	9.527959e-007	2.837304e-006
1.403686240040578e-007	8.000000e-001	2.800000e+000	9.273972e-007	2.630196e-006
1.423740801168829e-007	8.000000e-001	2.800000e+000	9.032184e-007	2.444567e-006
1.443795362297081e-007	8.000000e-001	2.800000e+000	8.802595e-007	2.280416e-006
1.463849923425332e-007	8.000000e-001	2.800000e+000	8.585206e-007	2.137744e-006
1.483904484553583e-007	8.000000e-001	2.800000e+000	8.380017e-007	2.016550e-006
1.503959045681835e-007	8.000000e-001	2.800000e+000	8.187027e-007	1.916835e-006
1.505000000000000e-007	8.000000e-001	2.800000e+000	8.177128e-007	1.911485e-006
1.505104095431816e-007	7.833447e-001	2.800000e+000	-2.235996e-005	1.030990e-006
1.505312286295449e-007	7.500342e-001	2.800000e+000	-3.422841e-005	7.396619e-007
1.505728668022715e-007	6.834131e-001	2.800000e+000	-1.972370e-005	1.493623e-006
1.506561431477248e-007	5.501710e-001	2.800000e+000	-2.753445e-006	2.104025e-006
1.508226958386312e-007	2.836867e-001	2.800000e+000	5.606910e-005	3.567018e-006
1.510000000000000e-007	3.552714e-015	2.800000e+000	2.181664e-004	7.724448e-006
1.510177304161369e-007	1.184238e-015	2.800000e+000	2.442357e-004	7.921657e-006
1.510531912484106e-007	0.000000e+000	2.800000e+000	2.259080e-004	5.744938e-006
1.511241129129581e-007	0.000000e+000	2.800000e+000	1.749159e-004	2.414470e-006
1.512659562420532e-007	0.000000e+000	2.800000e+000	2.083625e-004	1.967234e-006
1.514515031170532e-007	0.000000e+000	2.800000e+000	2.619540e-004	5.684408e-007
1.516370499920532e-007	0.000000e+000	2.800000e+000	1.950737e-004	-9.266711e-006
1.518225968670532e-007	0.000000e+000	2.800000e+000	-4.861627e-003	-3.407034e-005
1.520081437420532e-007	0.000000e+000	2.800000e+000	-7.340071e-003	-6.012841e-005
1.521936906170532e-007	0.000000e+000	2.800000e+000	1.204292e-001	-6.247441e-005
1.523792374920532e-007	0.000000e+000	2.800000e+000	4.601392e-001	-4.623973e-005
1.525167776028949e-007	0.000000e+000	2.800000e+000	7.059703e-001	3.253159e-005
1.526253873375441e-007	0.000000e+000	2.800000e+000	7.851903e-001	1.360184e-004
1.527210853622602e-007	0.000000e+000	2.799999e+000	7.961310e-001	1.418916e-004
1.528250928285358e-007	0.000000e+000	2.799955e+000	7.986519e-001	7.017520e-005
1.529136933375400e-007	0.000000e+000	2.799637e+000	7.995740e-001	2.917463e-005
1.530171999610738e-007	0.000000e+000	2.800610e+000	7.998958e-001	1.026810e-005
1.531235546384933e-007	0.000000e+000	2.804073e+000	7.999688e-001	4.166811e-006
1.532121411994821e-007	0.000000e+000	2.801787e+000	7.999837e-001	2.580465e-006
1.532872221028927e-007	0.000000e+000	2.791529e+000	7.999824e-001	2.656740e-006
1.533691113837541e-007	0.000000e+000	2.764459e+000	7.999844e-001	2.558312e-006
1.534626388159163e-007	0.000000e+000	2.721137e+000	7.999889e-001	1.176404e-006
1.535601197705508e-007	0.000000e+000	2.813610e+000	7.999961e-001	1.070999e-006
1.536849331398890e-007	0.000000e+000	3.173142e+000	7.999983e-001	2.208772e-006
1.538289416593645e-007	0.000000e+000	3.508239e+000	7.999994e-001	1.816990e-006
1.539788589768338e-007	0.000000e+000	3.599862e+000	7.999992e-001	1.806923e-006
1.541644058518338e-007	0.000000e+000	3.599664e+000	7.999995e-001	1.776654e-006
1.543496108736274e-007	0.000000e+000	3.600076e+000	7.999996e-001	1.746808e-006
1.545351577486274e-007	0.000000e+000	3.599879e+000	8.000008e-001	1.742723e-006
1.547207046236274e-007	0.000000e+000	3.600044e+000	8.000015e-001	1.719288e-006
1.549062514986275e-007	0.000000e+000	3.599943e+000	8.000005e-001	1.731498e-006
1.550917983736275e-007	0.000000e+000	3.600024e+000	8.000000e-001	1.694655e-006
1.552773452486275e-007	0.000000e+000	3.599972e+000	8.000001e-001	1.708317e-006
1.554628921236275e-007	0.000000e+000	3.600013e+000	8.000001e-001	1.682233e-006
1.556484389986275e-007	0.000000e+000	3.599985e+000	8.000003e-001	1.686424e-006
1.558339858736275e-007	0.000000e+000	3.600007e+000	8.000001e-001	1.666418e-006
1.560195327486275e-007	0.000000e+000	3.599992e+000	8.000001e-001	1.668469e-006
1.562050796236275e-007	0.000000e+000	3.600004e+000	8.000000e-001	1.653755e-006
1.563906264986275e-007	0.000000e+000	3.599996e+000	8.000001e-001	1.653580e-006
1.565761733736275e-007	0.000000e+000	3.600002e+000	8.000000e-001	1.643023e-006
1.567617202486275e-007	0.000000e+000	3.599998e+000	8.000000e-001	1.641243e-006
1.569472671236276e-007	0.000000e+000	3.600001e+000	8.000001e-001	1.629935e-006
1.571328139986276e-007	0.000000e+000	3.599998e+000	8.000002e-001	1.624492e-006
1.573183608736276e-007	0.000000e+000	3.600001e+000	8.000003e-001	1.615949e-006
1.575039077486276e-007	0.000000e+000	3.599999e+000	8.000009e-001	1.612178e-006
1.576894546236276e-007	0.000000e+000	3.600000e+000	8.000016e-001	1.604230e-006
1.578750014986276e-007	0.000000e+000	3.599999e+000	8.000027e-001	1.597750e-006
1.580605483736276e-007	0.000000e+000	3.600000e+000	8.000047e-001	1.590639e-006
1.582460952486276e-007	0.000000e+000	3.600000e+000	8.000075e-001	1.583924e-006
1.584316421236276e-007	0.000000e+000	3.600000e+000	8.000087e-001	1.574808e-006
1.586171889986276e-007	0.000000e+000	3.600000e+000	8.000016e-001	1.565423e-006
1.588027358736277e-007	0.000000e+000	3.600000e+000	7.999697e-001	1.555093e-006
1.589882827486277e-007	0.000000e+000	3.600000e+000	7.998871e-001	1.546688e-006
1.591738296236277e-007	0.000000e+000	3.600000e+000	7.997499e-001	1.539941e-006
1.593593764986277e-007	0.000000e+000	3.600000e+000	7.994671e-001	1.532788e-006
1.595449233736277e-007	0.000000e+000	3.600000e+000	7.987928e-001	1.525892e-006
1.597304702486277e-007	0.000000e+000	3.600000e+000	8.000222e-001	1.544554e-006
1.599160171236277e-007	0.000000e+000	3.600000e+000	8.139702e-001	1.557741e-006
1.601015639986277e-007	0.000000e+000	3.600000e+000	8.144267e-001	1.457397e-006
1.602871108736277e-007	0.000000e+000	3.600002e+000	6.240576e-001	1.381606e-006
1.604726577486277e-007	0.000000e+000	3.600006e+000	1.946961e-001	1.668936e-006
1.605789290182435e-007	0.000000e+000	3.600005e+000	2.602601e-002	1.702324e-006
1.607058475091205e-007	0.000000e+000	3.599998e+000	4.587890e-004	1.460515e-006
1.608237129628683e-007	0.000000e+000	3.599996e+000	1.488764e-003	1.476162e-006
1.609523723414164e-007	0.000000e+000	3.599999e+000	-4.951743e-004	1.512185e-006
1.611379192164164e-007	0.000000e+000	3.599999e+000	3.494933e-004	1.436431e-006
1.613234660914164e-007	0.000000e+000	3.599999e+000	6.833486e-005	1.448793e-006
1.615090129664164e-007	0.000000e+000	3.600000e+000	2.002276e-004	1.419593e-006
1.616945598414164e-007	0.000000e+000	3.600000e+000	4.591199e-005	1.359444e-006
1.618801067164164e-007	0.000000e+000	3.600000e+000	1.297508e-004	1.164660e-006
1.620656535914164e-007	0.000000e+000	3.600000e+000	4.014708e-005	8.692772e-007
1.622512004664164e-007	0.000000e+000	3.600000e+000	9.121327e-005	-3.097625e-008
1.624367473414164e-007	0.000000e+000	3.600000e+000	3.769169e-005	-2.288112e-006
1.626222942164164e-007	0.000000e+000	3.600000e+000	6.820541e-005	-3.926370e-006
1.628078410914164e-007	0.000000e+000	3.600000e+000	3.558802e-005	1.317346e-006
1.629933879664165e-007	0.000000e+000	3.600000e+000	5.351512e-005	2.624103e-005
1.631789348414165e-007	0.000000e+000	3.600000e+000	3.329039e-005	7.422116e-005
1.633644817164165e-007	0.000000e+000	3.600000e+000	4.360527e-005	1.244759e-004
1.635500285914165e-007	0.000000e+000	3.600000e+000	3.085488e-005	1.035948e-004
1.637355754664165e-007	0.000000e+000	3.600000e+000	3.662566e-005	-5.005575e-005
1.639211223414165e-007	0.000000e+000	3.600000e+000	2.841414e-005	-2.128353e-004
1.641066692164165e-007	0.000000e+000	3.600000e+000	3.150222e-005	-1.484998e-004
1.642922160914165e-007	0.000000e+000	3.600000e+000	2.618618e-005	2.658471e-005
1.644777629664165e-007	0.000000e+000	3.600001e+000	2.765801e-005	4.660761e-005
1.646633098414165e-007	0.000000e+000	3.600001e+000	2.404099e-005	9.360404e-006
1.648488567164166e-007	0.000000e+000	3.600001e+000	2.479728e-005	7.469997e-006
1.650344035914166e-007	0.000000e+000	3.600001e+000	2.243678e-005	4.653298e-006
1.652199504664166e-007	0.000000e+000	3.600001e+000	2.246336e-005	3.971365e-006
1.654054973414166e-007	0.000000e+000	3.600001e+000	2.061021e-005	3.081032e-006
1.655910442164166e-007	0.000000e+000	3.600001e+000	2.037146e-005	2.838888e-006
1.657765910914166e-007	0.000000e+000	3.600001e+000	1.900647e-005	2.414872e-006
1.659621379664166e-007	0.000000e+000	3.600001e+000	1.865885e-005	2.299807e-006
1.661476848414166e-007	0.000000e+000	3.600000e+000	1.762412e-005	2.060246e-006
1.663332317164166e-007	0.000000e+000	3.600000e+000	1.721118e-005	1.997016e-006
1.665187785914166e-007	0.000000e+000	3.600000e+000	1.639903e-005	1.851771e-006
1.667043254664167e-007	0.000000e+000	3.600000e+000	1.593242e-005	1.810076e-006
1.670754192164167e-007	0.000000e+000	3.600000e+000	1.481254e-005	1.685904e-006
1.674465129664167e-007	0.000000e+000	3.600000e+000	1.387790e-005	1.595063e-006
1.678176067164167e-007	0.000000e+000	3.600000e+000	1.304966e-005	1.526581e-006
1.680031535914167e-007	0.000000e+000	3.599999e+000	1.264804e-005	1.495911e-006
1.683742473414167e-007	0.000000e+000	3.599993e+000	1.195668e-005	1.454700e-006
1.685597942164168e-007	0.000000e+000	3.599979e+000	1.164699e-005	1.439262e-006
1.687453410914168e-007	0.000000e+000	3.599950e+000	1.133190e-005	1.420924e-006
1.689308879664168e-007	0.000000e+000	3.599915e+000	1.104819e-005	1.407482e-006
1.691164348414168e-007	0.000000e+000	3.599963e+000	1.076481e-005	1.392543e-006
1.693019817164168e-007	0.000000e+000	3.600102e+000	1.050487e-005	1.380714e-006
1.694875285914168e-007	0.000000e+000	3.600093e+000	1.024862e-005	1.368181e-006
1.696730754664168e-007	0.000000e+000	3.599990e+000	1.001003e-005	1.357665e-006
1.698586223414168e-007	0.000000e+000	3.599995e+000	9.776728e-006	1.346882e-006
1.700441692164168e-007	0.000000e+000	3.600000e+000	9.557573e-006	1.337440e-006
1.702297160914168e-007	0.000000e+000	3.599995e+000	9.344373e-006	1.327964e-006
1.704152629664169e-007	0.000000e+000	3.600002e+000	9.142482e-006	1.319405e-006
1.706008098414169e-007	0.000000e+000	3.599998e+000	8.946612e-006	1.310932e-006
1.707863567164169e-007	0.000000e+000	3.600001e+000	8.760253e-006	1.303103e-006
1.709719035914169e-007	0.000000e+000	3.599999e+000	8.579716e-006	1.295413e-006
1.711574504664169e-007	0.000000e+000	3.600000e+000	8.407272e-006	1.288191e-006
1.713429973414169e-007	0.000000e+000	3.599999e+000	8.240331e-006	1.281128e-006
1.715285442164169e-007	0.000000e+000	3.599999e+000	8.080392e-006	1.274415e-006
1.717140910914169e-007	0.000000e+000	3.599999e+000	7.925581e-006	1.267861e-006
1.718996379664169e-007	0.000000e+000	3.599999e+000	7.776897e-006	1.261578e-006
1.720851848414169e-007	0.000000e+000	3.599999e+000	7.632962e-006	1.255445e-006
1.722707317164169e-007	0.000000e+000	3.599999e+000	7.494431e-006	1.249527e-006
1.726418254664170e-007	0.000000e+000	3.599999e+000	7.230940e-006	1.238142e-006
1.730129192164170e-007	0.000000e+000	3.599999e+000	6.984624e-006	1.227328e-006
1.735695598414170e-007	0.000000e+000	3.600000e+000	6.643870e-006	1.212007e-006
1.741262004664170e-007	0.000000e+000	3.600000e+000	6.340138e-006	1.197805e-006
1.746828410914171e-007	0.000000e+000	3.600000e+000	6.056319e-006	1.184136e-006
1.752394817164171e-007	0.000000e+000	3.600000e+000	5.792411e-006	1.170998e-006
1.757961223414171e-007	0.000000e+000	3.600000e+000	5.548414e-006	1.158392e-006
1.763527629664172e-007	0.000000e+000	3.600000e+000	5.324330e-006	1.146319e-006
1.769094035914172e-007	0.000000e+000	3.600000e+000	5.120157e-006	1.134777e-006
1.774660442164172e-007	0.000000e+000	3.600000e+000	4.935895e-006	1.123767e-006
1.791094593949887e-007	0.000000e+000	3.600000e+000	4.480601e-006	1.093313e-006
1.807528745735603e-007	0.000000e+000	3.600000e+000	4.074180e-006	1.064421e-006
1.823962897521318e-007	0.000000e+000	3.600000e+000	3.716633e-006	1.037092e-006
1.840397049307033e-007	0.000000e+000	3.600000e+000	3.407960e-006	1.011325e-006
1.856831201092748e-007	0.000000e+000	3.600000e+000	3.148160e-006	9.871201e-007
1.873265352878463e-007	0.000000e+000	3.600000e+000	2.937234e-006	9.644778e-007
1.889699504664178e-007	0.000000e+000	3.600000e+000	2.775182e-006	9.433979e-007
1.898976848414179e-007	0.000000e+000	3.600000e+000	2.679453e-006	9.316680e-007
1.900000000000000e-007	0.000000e+000	3.600000e+000	2.669260e-006	9.303919e-007
