"Freq [kHz]","abs(L(VA,GA)) [nH] - dx='0mm' dy='0mm' dz='150mm'","abs(L(VA,GA)) [nH] - dx='75mm' dy='100mm' dz='220mm'"
85,134.666101471465,57.9323612974759
